,Tweets,CleanTweets,Polarity,Subjectivity,Segmentation
128,"Because Ronaldo isn’t playing this year’s Champions league no one is even talking about it. Real Goat influence, Messi can never","Because Ronaldo isn’t playing year’s Champions league one even talking it. Real Goat influence, Messi never",0.2,0.30000000000000004,positive
129,Lowkey there are people who lie to themselves that cristaino Ronaldo is not the real Ronaldo or he’s not better then Brazilian Ronaldo  I even their stupidity,Lowkey people lie cristaino Ronaldo real Ronaldo he’s better Brazilian Ronaldo I even stupidity,0.033333333333333326,0.6,positive
130,"The One & Only Goat 
@Cristiano",The One & Only Goat,0.0,1.0,neutral
131,"BREAKING: Rangers have enquired about taking Cristiano Ronaldo to Ibrox on loan, with the future of Alfredo Morelos in doubt and Champions League football secured. ","BREAKING: Rangers enquired taking Cristiano Ronaldo Ibrox loan, future Alfredo Morelos doubt Champions League football secured.",0.0,0.125,neutral
132,Ronaldo is focused on winning the Europa League and then Super Cup as well. Carrying a whole team on your shoulder ain’t easy. GOAT for a reason #UEFA,Ronaldo focused winning Europa League Super Cup well. Carrying whole team shoulder ain’t easy. GOAT reason,0.36666666666666664,0.6625,positive
133,Casemiro’s first interview as a Man Utd player has offered a glimpse at just how unhappy Ronaldo is at the club,Casemiro’s first interview Man Utd player offered glimpse unhappy Ronaldo club,-0.175,0.6166666666666667,negative
134,"Cristiano Ronaldo is on the verge of signing for Sporting Lisbon. The club are going to begin presentation preparations from tomorrow. Deal 99% done. [
@caughtoffside
] #mufc",Cristiano Ronaldo verge signing Sporting Lisbon. The club going begin presentation preparations tomorrow. Deal 99% done. [ ],0.0,0.0,neutral
135,"Playing Europa League with Champions League stars. 

Cristiano Ronaldo is “Focused” #3Sports",Playing Europa League Champions League stars. Cristiano Ronaldo “Focused”,0.0,0.0,neutral
136,Be like say Ronaldo dey wait for group stage draw make e see the team wey e go beg ,Be like say Ronaldo dey wait group stage draw make e see team wey e go beg,0.0,0.0,neutral
137,without Ronaldo     without Benzema,without Ronaldo without Benzema,0.0,0.0,neutral
138," Cristiano Ronaldo is on the verge of signing for Sporting Lisbon. The deal is 99% done. [
@caughtoffside
] #MUFC ",Cristiano Ronaldo verge signing Sporting Lisbon. The deal 99% done. [ ],0.0,0.0,neutral
139,How Ronaldo & Messi gets attention.,How Ronaldo & Messi gets attention.,0.0,0.0,neutral
140,"Who wants a sugar mummy   and I love Wizkid, Davido, Ronaldo and Rihanna too.","Who wants sugar mummy I love Wizkid, Davido, Ronaldo Rihanna too.",0.35,0.35,positive
141,Cristiano Ronaldo - Playmaking,Cristiano Ronaldo - Playmaking,0.0,0.0,neutral
142,Christiano Ronaldo is the fittest man on the planet. He is the Greatest of All Time!,Christiano Ronaldo fittest man planet. He Greatest All Time!,1.0,1.0,positive
143,Pebbam tier 4 laughing from amba land,Pebbam tier 4 laughing amba land,0.0,0.0,neutral
144,"When Jose Mourinho asked Cristiano Ronaldo to play as a striker for the first time ever.

x",When Jose Mourinho asked Cristiano Ronaldo play striker first time ever. x,0.25,0.3333333333333333,positive
145," BREAKING ||

Cristiano Ronaldo is one of the most underachieved football players considering his footballing abilities... 

Reason : bad carrier decisions",BREAKING || Cristiano Ronaldo one underachieved football players considering footballing abilities... Reason : bad carrier decisions,-0.6999999999999998,0.6666666666666666,negative
146," day,  nominee

Today, Cristiano Ronaldo 

#ballondor","day, nominee Today, Cristiano Ronaldo",0.0,0.0,neutral
147,Every goal scored by Cristiano Ronaldo in the 2007/08 season. #mufc,Every goal scored Cristiano Ronaldo 2007/08 season.,0.0,0.0,neutral
148," Casemiro: ""They [Ronaldo & Varane] are two players that I've had the pleasure of playing alongside. We could spend all day talking about Cristiano. He's one of the best players in the history of football."" [MU]","Casemiro: ""They [Ronaldo & Varane] two players I've pleasure playing alongside. We could spend day talking Cristiano. He's one best players history football."" [MU]",1.0,0.3,positive
149,Ronaldo's sister posted my graphic on her Instagram story kaznation is alive,Ronaldo's sister posted graphic Instagram story kaznation alive,0.05,0.4,positive
150,I love how everyone is talking shit against Ronaldo for not playing in the Champions League this season like he doesnt own every single record in that Competition already ,I love everyone talking shit Ronaldo playing Champions League season like doesnt every single record Competition already,0.07619047619047618,0.5380952380952381,positive
151," Cristiano Ronaldo is on the verge of signing for Sporting Lisbon.

The club are going to begin presentation preparations from tomorrow. Deal 99% done.

Jorge Mendes worked around the clock to find a solution.

Sporting squad have been preparing for Ronaldo's return for weeks.",Cristiano Ronaldo verge signing Sporting Lisbon. The club going begin presentation preparations tomorrow. Deal 99% done. Jorge Mendes worked around clock find solution. Sporting squad preparing Ronaldo's return weeks.,0.0,0.0,neutral
152,Started the window talking about Ross Stewart up front. Ending it talking about Ronaldo up front. What a wild 8 weeks.,Started window talking Ross Stewart front. Ending talking Ronaldo front. What wild 8 weeks.,0.1,0.4,positive
153,"Unpopular opinion: Pele played in a harder era than Messi and Ronaldo 
Finally a good video from this cancerous app btw",Unpopular opinion: Pele played harder era Messi Ronaldo Finally good video cancerous app btw,0.3,0.30000000000000004,positive
154,"| 
@FabrizioRomano
 

""There has been no negiotations or meetings regarding Cristiano Ronaldo signing for Marseille.""

[
@YouTube
] #MUFC ","| ""There negiotations meetings regarding Cristiano Ronaldo signing Marseille."" [ ]",0.0,0.0,neutral
155," Cristiano Ronaldo is being super professional and serious in training. I’m also told that he is not creating any problems in the dressing room 
@FabrizioRomano
 @YouTube
 ",Cristiano Ronaldo super professional serious training. I’m also told creating problems dressing room,0.03333333333333335,0.4777777777777777,positive
156,"Respect to 
@David_Ornstein
 for teaming up with the FIVE team! Speaking on the Inside Info 

https://youtu.be/VndhYWkjcTw",Respect _Ornstein teaming FIVE team! Speaking Inside Info https://youtu.be/VndhYWkjcTw,0.0,0.0,neutral
157,Ronaldo pictured at the San Siro having joined Inter in 1997 for a World Record fee  ,Ronaldo pictured San Siro joined Inter 1997 World Record fee,0.0,0.0,neutral
158,Ronaldo seeing this right now,Ronaldo seeing right,0.2857142857142857,0.5357142857142857,positive
159,Ronaldo’s sister’s obsession with Messi  ,Ronaldo’s sister’s obsession Messi,0.0,0.0,neutral
160,Life before Cristiano Ronaldo rejoined Man Utd,Life Cristiano Ronaldo rejoined Man Utd,0.0,0.0,neutral
161,"Available Singles. Shipping $1.50. PayPal Only

$15 - Kelenic
$5 - Ronaldo Hernandez
$8 - Beer
@CardboardEchoes
 @sports_sell
 @84baseballcards
 @Hobby_Connect
 @SportsSell3
 #thehobby #baseballcards 

 DM to Claim!",Available Singles. Shipping $1.50. PayPal Only $15 - Kelenic $5 - Ronaldo Hernandez $8 - Beer _sell _Connect !,0.2,0.7,positive
162,Casemiro trying to catch Ronaldo who is running to Portugal after seeing the Sporting CP UCL Group ,Casemiro trying catch Ronaldo running Portugal seeing Sporting CP UCL Group,0.0,0.0,neutral
163,His hero played a similar role to Casemiro during his playing days #mufc,His hero played similar role Casemiro playing days,0.0,0.4,neutral
164,It seems Casemiro has been following United over the years #mufc,It seems Casemiro following United years,0.0,0.1,neutral
165,Cristiano Ronaldo 'on brink' of Manchester United exit #mufc,Cristiano Ronaldo 'on brink' Manchester United exit,0.0,0.0,neutral
166,"Ronaldo and Bruno looking for POT 5!

#UCLdraw",Ronaldo Bruno looking POT 5!,0.0,0.0,neutral
167,This is why Cristiano Ronaldo is the Greatest Player of All Time ,This Cristiano Ronaldo Greatest Player All Time,1.0,1.0,positive
168,Ronaldo-playmaking,Ronaldo-playmaking,0.0,0.0,neutral
169,Ronaldo at Killie away when Alan Power tries to wind him up,Ronaldo Killie away Alan Power tries wind,-0.1,0.4,negative
170,Three days in Carrington and he's already running faster than Ronaldo ,Three days Carrington he's already running faster Ronaldo,0.0,0.0,neutral
171,"Ronaldo Played 6 Times against barcelona in UCL  & He never Scored a single open Play goal against them .

Big Game Player or Big Game Choker ?",Ronaldo Played 6 Times barcelona UCL & He never Scored single open Play goal . Big Game Player Big Game Choker ?,-0.14523809523809525,0.28571428571428575,negative
172,Cristiano Ronaldo and Casemiro in training today ,Cristiano Ronaldo Casemiro training today,0.0,0.0,neutral
173,One of Cristiano Ronaldo's craziest International stats ,One Cristiano Ronaldo's craziest International stats,0.0,0.0,neutral
174,"We don't know yet what his future brings, but the one thing we know is media won't show you happy Ronaldo.","We know yet future brings, one thing know media show happy Ronaldo.",0.4,0.5625,positive
175,Las las Ronaldo will join PSG,Las las Ronaldo join PSG,0.0,0.0,neutral
176,"Hey, can we exchange contacts and chat on WhatsApp? I love Wizkid, Davido, Ronaldo and Rihanna too.","Hey, exchange contacts chat WhatsApp? I love Wizkid, Davido, Ronaldo Rihanna too.",0.5,0.6,positive
177,"| Cristiano Ronaldo is very likely to LEAVE Manchester United before the end of the transfer window.

Agent Jorge Mendes is working tirelessly to secure #Ronaldo move back to Sporting Lisbon (most likely destination).

Money from sale could be used to meet PSV price for Gakpo.",| Cristiano Ronaldo likely LEAVE Manchester United end transfer window. Agent Jorge Mendes working tirelessly secure (most likely destination). Money sale could used meet PSV price Gakpo.,0.225,0.775,positive
178,Ronaldo posted on Twitter during the draws. Man likes attention a lot and I honestly enjoy how people react to these things that he does. ,Ronaldo posted Twitter draws. Man likes attention lot I honestly enjoy people react things does.,0.4,0.5,positive
179,"Ronaldo set a new Record ______. 
Guess it correctly & you stand a chance of winning $10 …. Right Now",Ronaldo set new Record ______. Guess correctly & stand chance winning $10 …. Right Now,0.30735930735930733,0.5800865800865801,positive
180,"Cristiano Ronaldo is being super professional and serious in training. I’m also told that he is not creating any problems in the dressing room.

[
@FabrizioRomano
 ]",Cristiano Ronaldo super professional serious training. I’m also told creating problems dressing room. [ ],0.03333333333333335,0.4777777777777777,positive
181,"Cristiano Ronaldo with the UEFA Men's Player Of The Year and UEFA Forward Of The Year. 
#ThrowbackThursday",Cristiano Ronaldo UEFA Men's Player Of The Year UEFA Forward Of The Year.,0.0,0.0,neutral
182,"A PL xi of my favorite players only. I lost Pogba, Bailly and Greenwood 

Ronaldo annoys me so he’s also out","A PL xi favorite players only. I lost Pogba, Bailly Greenwood Ronaldo annoys he’s also",0.25,1.0,positive
183,"Definitely looks like Antony + GK (Dubravka) and that's the window. Personally, I still believe even if Ronaldo goes, that's it.","Definitely looks like Antony + GK (Dubravka) that's window. Personally, I still believe even Ronaldo goes, that's it.",0.0,0.4,neutral
184,"| Cristiano Ronaldo is on the verge of signing for Sporting Lisbon. The club are going to begin presentation preparations from tomorrow. 

Deal 99% done. #MUFC 

[
@caughtoffside
]",| Cristiano Ronaldo verge signing Sporting Lisbon. The club going begin presentation preparations tomorrow. Deal 99% done. [ ],0.0,0.0,neutral
185,"How about the art of defending.
#footballvideos #ARSFUL #UCLdraw #EPL #ManchesterUnited #ronaldo #football #FutbolWars",How art defending.,0.0,0.0,neutral
186,Which UCL group are you in??? ,Which UCL group in???,0.0,0.0,neutral
187,Cristiano Ronaldo watching a Champions League draw his team isn't involved in ,Cristiano Ronaldo watching Champions League draw team involved,0.0,0.0,neutral
188,Karim Benzema becomes the first Real Madrid player to win the UEFA Player of the Year Award since Cristiano Ronaldo in 2017.,Karim Benzema becomes first Real Madrid player win UEFA Player Year Award since Cristiano Ronaldo 2017.,0.4166666666666667,0.3444444444444444,positive
189,"| Sporting Lisbon are going to begin presentation preparations for Ronaldo from tomorrow. Their squad have been preparing for his return for weeks. [
@caughtoffside
]",| Sporting Lisbon going begin presentation preparations Ronaldo tomorrow. Their squad preparing return weeks. [ ],0.0,0.0,neutral
190,If you ever feel stupid just remember Ronaldo fans starting hyping Marseille UCL trophy just for their GOAT to get rejected ,If ever feel stupid remember Ronaldo fans starting hyping Marseille UCL trophy GOAT get rejected,-0.39999999999999997,0.55,negative
191,Cristiano Ronaldo in training today,Cristiano Ronaldo training today,0.0,0.0,neutral
192,Cristiano Ronaldo to Marseille would have been epic ,Cristiano Ronaldo Marseille would epic,0.1,0.4,positive
193,"*Sprite Fizz* Yeh lo #FridayRelease. Sprite kholo, scan kro, watch kro, aur (just like me ) apna heat release karte raho! 
@Sprite_India
 #ThandRakh 
@divyenndu","*Sprite Fizz* Yeh lo . Sprite kholo, scan kro, watch kro, aur (just like ) apna heat release karte raho! _India",0.0,0.0,neutral
