,Tweets,CleanTweets,Polarity,Subjectivity,Segmentation
288,@Ghana_Ronaldo @BadmusKudirat4,_Ronaldo,0.0,0.0,neutral
289,@Ghana_Ronaldo @HeazzieAce,_Ronaldo,0.0,0.0,neutral
290,"@Isuvalibey Saisss, Zago etkisi yapacak bize bir de yanına Ronaldo çekseydik efso olurdu da ah şu yabancı sınırı.","Saisss, Zago etkisi yapacak bize bir de yanına Ronaldo çekseydik efso olurdu da ah şu yabancı sınırı.",0.0,0.0,neutral
291,How Man Utd could line up at Leicester with Cristiano Ronaldo NOT IN SQUAD as transfer deadline hours away https://t.co/YMasw1B3Ys,How Man Utd could line Leicester Cristiano Ronaldo NOT IN SQUAD transfer deadline hours away https://t.co/YMasw1B3Ys,0.0,0.0,neutral
292,How Man Utd could line up at Leicester with Cristiano Ronaldo NOT IN SQUAD as transfer deadline hours away https://t.co/YDGAAoL5nJ,How Man Utd could line Leicester Cristiano Ronaldo NOT IN SQUAD transfer deadline hours away https://t.co/YDGAAoL5nJ,0.0,0.0,neutral
293,"Varane Martinez
AWB Casemiro Malacia
Eriksen Sancho
Antony Martial Ronaldo

It’s time. Bring me Sanch10",Varane Martinez AWB Casemiro Malacia Eriksen Sancho Antony Martial Ronaldo It’s time. Bring Sanch10,0.0,0.0,neutral
294,@Ghana_Ronaldo @Harpalsandhuu,_Ronaldo,0.0,0.0,neutral
295,We need ronaldo https://t.co/sqwjT68p7n,We need ronaldo https://t.co/sqwjT68p7n,0.0,0.0,neutral
296,@Ghana_Ronaldo @EsarisaS ☺️😜,_Ronaldo ☺️😜,0.0,0.0,neutral
297,@Ghana_Ronaldo Fb,_Ronaldo Fb,0.0,0.0,neutral
298,"@arielipillo Por que si Edu Aguirre mencionó que no iba a Nápoles ahora lo relacionan con ese equipo? 

Si Cristiano Ronaldo va a Nápoles Edu Aguirre pierde credibilidad total!",Por que si Edu Aguirre mencionó que iba Nápoles ahora lo relacionan con ese equipo? Si Cristiano Ronaldo va Nápoles Edu Aguirre pierde credibilidad total!,0.0,0.75,neutral
299,"@whoistynah @ThomasKayondo @MarthaKayug I'm already an MP💀 and u, u won't even see Ronaldo in ur life 😅","I'm already MP💀 u, u even see Ronaldo ur life 😅",0.0,0.0,neutral
300,"@Ronaldo_aff O Brain Point? Muita gente leva isso como algo que o Oda preferiu esquecer por ser uma habilidade muito apelona pro personagem, por isso só usou uma vez.","_aff O Brain Point? Muita gente leva isso como algo que Oda preferiu esquecer por ser uma habilidade muito apelona pro personagem, por isso só usou uma vez.",0.0,0.0,neutral
301,@Ghana_Ronaldo @ampahbobo @_young_lomi,_Ronaldo @_young_lomi,0.0,0.0,neutral
302,@rayann_005 @destinhooo2 @Rayanito94 Ptdrrrrr après ce mec est une merde (pas Ronaldo hein),_005 Ptdrrrrr après ce mec est une merde (pas Ronaldo hein),0.0,0.0,neutral
303,"@TrapIsKinq @FrankKhalidUK Just wait till Messi score more goals than Ronaldo.
But World Cup is really something.",Just wait till Messi score goals Ronaldo. But World Cup really something.,0.2,0.2,positive
304,@Ghana_Ronaldo @EsarisaS He follows back asappp🤷‍♀️🤷‍♀️🤷‍♀️,_Ronaldo He follows back asappp🤷‍♀️🤷‍♀️🤷‍♀️,0.0,0.0,neutral
305,@Ghana_Ronaldo @RepentedSinner,_Ronaldo,0.0,0.0,neutral
306,@Ghana_Ronaldo @Cutie_254 @_Rop_1,_Ronaldo _254 @_Rop_1,0.0,0.0,neutral
307,"@Cristiano Its time to bring back the lost glory of Old Trafford, and whom can we best ask for. ETH, Better Team and Ronaldo.","Its time bring back lost glory Old Trafford, best ask for. ETH, Better Team Ronaldo.",0.4,0.25,positive
308,@3gerardpique Handsome footballers like David Beckham cristiano ronaldo and messy nevet left their wives for another women and yet this pique who isn’t a good footballer managed to leave shakira,Handsome footballers like David Beckham cristiano ronaldo messy nevet left wives another women yet pique isn’t good footballer managed leave shakira,0.25,0.5,positive
309,"@sportbible Taken out of context, he said Isco was his fav Madrid player then they said to say Ronaldo. Nothing to do with Messi","Taken context, said Isco fav Madrid player said say Ronaldo. Nothing Messi",0.0,0.0,neutral
310,@veerlasrinivasa @ronaldo_mb_dhf @urstrulyMahesh 🥲🥲 https://t.co/NvhkWjzDMO,_mb_dhf 🥲🥲 https://t.co/NvhkWjzDMO,0.0,0.0,neutral
311,@Ghana_Ronaldo @amasco1,_Ronaldo,0.0,0.0,neutral
312,@Ghana_Ronaldo @FrankwalkerLik6,_Ronaldo,0.0,0.0,neutral
313,@piersmorgan @Cristiano WAS an amazing player. One of the greatest ever. But he was quite rightly dropped as his poor form and lack of pace is letting him down.   Utd have done fine without him the past 2 games. Wonderful memories but it's time he moved on. Time has finally caught up.,WAS amazing player. One greatest ever. But quite rightly dropped poor form lack pace letting down. Utd done fine without past 2 games. Wonderful memories time moved on. Time finally caught up.,0.27742504409171076,0.6749559082892416,positive
314,@Veevian_ He's also Ronaldo FC 😃😃,_ He's also Ronaldo FC 😃😃,0.0,0.0,neutral
315,@Ghana_Ronaldo @rosianaivy Hello just smile,_Ronaldo Hello smile,0.3,0.1,positive
316,@Ghana_Ronaldo @_Dipupo @Fati_AF10,_Ronaldo @_Dipupo _AF10,0.0,0.0,neutral
317,@Ghana_Ronaldo @EsarisaS ❤,_Ronaldo ❤,0.0,0.0,neutral
318,"@Roar__45 @ReddyPata @uday462 @ronaldo_mb_dhf Bhoobla nayak kante chala better ra patas pawala bjp ucha taage kukka , xroads svp 16 worth full bhoobla 11 🤣🤣 , US Tuesday offer to just 80k+ $ with 3 star rating , 20+ thammudu shows cancelled 😁🤣","__45 _mb_dhf Bhoobla nayak kante chala better ra patas pawala bjp ucha taage kukka , xroads svp 16 worth full bhoobla 11 🤣🤣 , US Tuesday offer 80k+ $ 3 star rating , 20+ thammudu shows cancelled 😁🤣",0.3833333333333333,0.3833333333333333,positive
319,@Ghana_Ronaldo @Ramlat_z_Leeman,_Ronaldo _z_Leeman,0.0,0.0,neutral
320,@Ghana_Ronaldo 🐼🐼,_Ronaldo 🐼🐼,0.0,0.0,neutral
321,@TheFalcon6380 @SK10Football @Cristiano 😂😂😂😂😂😂,😂😂😂😂😂😂,0.0,0.0,neutral
322,"@Ghana_Ronaldo @The7thCIC
 
@TGSP_045
 
@TichaOfficial1
 
 IFB🫦🫦🫦",_Ronaldo _045 IFB🫦🫦🫦,0.0,0.0,neutral
323,@Ghana_Ronaldo @EsarisaS IFB now,_Ronaldo IFB,0.0,0.0,neutral
324,@Ghana_Ronaldo @zanotti_blaze 🔥🔥🔥,_Ronaldo _blaze 🔥🔥🔥,0.0,0.0,neutral
325,@Ghana_Ronaldo @PlacesVegas 🤑🎰🤑,_Ronaldo 🤑🎰🤑,0.0,0.0,neutral
326,@sporting_tatico Adoro o Amorim mas estas são escolhas dele. Não se compreende . E se é verdade que não quer Ronaldo se fosse possível .. não se entende,_tatico Adoro Amorim mas estas são escolhas dele. Não se compreende . E se é verdade que não quer Ronaldo se fosse possível .. não se entende,0.0,0.0,neutral
327,@aredacao Vai dar Ronaldo Caiado novamente 👏🏼👏🏼,Vai dar Ronaldo Caiado novamente 👏🏼👏🏼,0.0,0.0,neutral
328,@Ghana_Ronaldo @n_seb237,_Ronaldo _seb237,0.0,0.0,neutral
329,@Ghana_Ronaldo @Chuckbarns1,_Ronaldo,0.0,0.0,neutral
330,@Ghana_Ronaldo @despairsoul_ ifb immediately,_Ronaldo _ ifb immediately,0.0,0.0,neutral
331,"@Cristiano se abstuvo de agarrar a latigazos a esos troncos de la @juventusfcen , salvo honrosas excepciones como @mdeligt_04 😂😂😂¿Quien chingados es Mauro?.🤔 https://t.co/UrJzVBOB48","se abstuvo de agarrar latigazos esos troncos de la , salvo honrosas excepciones como _04 😂😂😂¿Quien chingados es Mauro?.🤔 https://t.co/UrJzVBOB48",0.0,0.0,neutral
332,@veerlasrinivasa @ronaldo_mb_dhf @urstrulyMahesh 😂😂😂,_mb_dhf 😂😂😂,0.0,0.0,neutral
333,"Poco spazio finora ma le coppe sono alle porte! 23 anni, del #Freiburg ora solo a €5,93 sul #Mercato Sorare. Consigliato!

CARDS in omaggio per iniziare:
https://t.co/XVGJEZtEqY…

#calciomercato #navas #Paredes #sassuolomilan #Spalletti #30agosto #Juve #Osimhen #Napoli #Ronaldo https://t.co/ZUrfxUjDV8","Poco spazio finora le coppe sono alle porte! 23 anni, del €5,93 sul . Consigliato! CARDS omaggio per iniziare: https://t.co/XVGJEZtEqY… ://t.co/ZUrfxUjDV8",0.0,0.0,neutral
334,@Ghana_Ronaldo @msizi_vuyo  👠👠,_Ronaldo _vuyo 👠👠,0.0,0.0,neutral
335,"Matemáticamente Hablando. 
@derekjeter @Cortes_1210 @YancenPujols @_ICMAT @LasMatematicas @raquelarbaje @Cristiano @daddy_yankee @Yankees https://t.co/KsxxcsY0gw",Matemáticamente Hablando. _1210 @_ICMAT _yankee https://t.co/KsxxcsY0gw,0.0,0.0,neutral
336,@Ghana_Ronaldo @mrsion01   IFB IMMEDIATELY‼️💕,_Ronaldo IFB IMMEDIATELY‼️💕,0.0,0.0,neutral
337,"REVEALED: Cristiano Ronaldo's Last Chance Is Napoli Or Sporting CP Loan?! | Euro Transfer Talk
 
https://t.co/9tCmwpBl2f https://t.co/WtA6iVDCgx",REVEALED: Cristiano Ronaldo's Last Chance Is Napoli Or Sporting CP Loan?! | Euro Transfer Talk https://t.co/9tCmwpBl2f https://t.co/WtA6iVDCgx,0.0,0.06666666666666667,neutral
338,@TyrellMalaciia @ManUtd That’s Ronaldo taking some classes ☺️,That’s Ronaldo taking classes ☺️,0.0,0.0,neutral
339,Ronaldo 😭 https://t.co/KJ0nrhUzV9,Ronaldo 😭 https://t.co/KJ0nrhUzV9,0.0,0.0,neutral
340,"@Sebas26_ @nocontextfooty Arrest ronaldo asap, I've seen enough","_ Arrest ronaldo asap, I've seen enough",-0.025,0.25,negative
341,@Ronaldo_aff Obg ^^,_aff Obg ^^,0.0,0.0,neutral
342,"@stormstinx @StretfordPaddck We got Martial , Ronaldo , Rashford, Elanga all can play ST.","We got Martial , Ronaldo , Rashford, Elanga play ST.",0.0,0.0,neutral
343,@jas_thfc Read this as Cristiano Ronaldo,_thfc Read Cristiano Ronaldo,0.0,0.0,neutral
344,@Blue_Footy Chelsea should get Ronaldo now or regret it later.,_Footy Chelsea get Ronaldo regret later.,0.0,0.0,neutral
345,"@ccimnaza Congratulations my brother, let's begin the Ronaldo project biko🙏.","Congratulations brother, let's begin Ronaldo project biko🙏.",0.0,0.0,neutral
346,@DeadlineDayLive @mundodeportivo When he saw Ronaldo is still there. He would get benched,When saw Ronaldo still there. He would get benched,0.0,0.0,neutral
347,@ReshadRahman_ @HelenaCondis Cristiano Ronaldo can replace him.,_ Cristiano Ronaldo replace him.,0.0,0.0,neutral
348,onu bunu bilmem güzelliktir fiziktir görüştür bı kız goat Cristiano Ronaldo diyorsa o iş bitmiştir..💍💍💍,onu bunu bilmem güzelliktir fiziktir görüştür bı kız goat Cristiano Ronaldo diyorsa iş bitmiştir..💍💍💍,0.0,0.0,neutral
349,"@PAK_01 Aduh kok jadi gini...makin bingung Ronaldo..
https://t.co/OR0gp8OX76",_01 Aduh kok jadi gini...makin bingung Ronaldo.. https://t.co/OR0gp8OX76,0.0,0.0,neutral
350,"@dk3rap24_jhon @Ale_RMFC No es burla. El Chelsea salió de Lukaku y Berner. Necesita un delantero. Y Auba necesita jugar porque lewandoski jugará todo. y porque el barça necesita liberar salario. Y además meten a Alonso en la operación

Después Ronaldo si sería alternativa. Pero no es la 1era para nada",_jhon _RMFC No es burla. El Chelsea salió de Lukaku Berner. Necesita un delantero. Y Auba necesita jugar porque lewandoski jugará todo. porque el barça necesita liberar salario. Y además meten Alonso en la operación Después Ronaldo si sería alternativa. Pero es la 1era para nada,0.0,0.0,neutral
351,Life hasn’t been the same since the last Ronaldo goal,Life hasn’t since last Ronaldo goal,0.0,0.06666666666666667,neutral
352,@Bharath_SRH4 @ronaldo_mb_dhf Main haa Raghu lk hey,_SRH4 _mb_dhf Main haa Raghu lk hey,0.16666666666666666,0.3333333333333333,positive
353,Can we all agree that he carries Ronaldo FC? https://t.co/MK1CcXVHtb,Can agree carries Ronaldo FC? https://t.co/MK1CcXVHtb,0.0,0.0,neutral
354,@NebaSark Apart from that guy call Ronaldo none of them will make it to Chelsea first team,Apart guy call Ronaldo none make Chelsea first team,0.25,0.3333333333333333,positive
355,"@jeffjudo1975 @Vintage_Cfc They did it for the last 19 matches in all competitions before Ronaldo showed up. United were second remember? They scored goals. 
He shows up and suddenly they can't.",_Cfc They last 19 matches competitions Ronaldo showed up. United second remember? They scored goals. He shows suddenly can't.,0.0,0.18888888888888888,neutral
356,@ronaldo_mb_dhf https://t.co/kTxIbP6mQj,_mb_dhf https://t.co/kTxIbP6mQj,0.0,0.0,neutral
357,@Ale_RMFC @Cristiano Porque esta sonando demasiado el Napoli😭😭,_RMFC Porque esta sonando demasiado el Napoli😭😭,0.0,0.0,neutral
358,@gen1903_genc @gltsryhytmz Ya Messi kim Ronaldo yanında Allah im heryerden çıkıyorlar 98 Fransa da tek başına finale çıkardı 2002 de kupayı aldı Messi kim ya,_genc Ya Messi kim Ronaldo yanında Allah im heryerden çıkıyorlar 98 Fransa da tek başına finale çıkardı 2002 de kupayı aldı Messi kim ya,0.0,0.0,neutral
359,@jc_terenzi @mikerenzetti e com ronaldo fenomeno na gestão do mineirão,_terenzi e com ronaldo fenomeno na gestão mineirão,0.0,0.0,neutral
360,@l_60db @hewad1923 @maskulin23 @MiguelMartinho7 @TeamCRonaldo @_GIFN Lols...Ronaldo was in the opponent's defense,_60db @_GIFN Lols...Ronaldo opponent's defense,0.0,0.0,neutral
361,How Man Utd could line up at Leicester with Cristiano Ronaldo NOT IN SQUAD as transfer deadline hours away https://t.co/wJDdwqaivr,How Man Utd could line Leicester Cristiano Ronaldo NOT IN SQUAD transfer deadline hours away https://t.co/wJDdwqaivr,0.0,0.0,neutral
362,@wtf1official @XPBImages Maybe this is a place which Ronaldo is looking for?),Maybe place Ronaldo looking for?),0.0,0.0,neutral
363,@onyejekwesteve Messi and Ronaldo looked confused🤣🤣🤣,Messi Ronaldo looked confused🤣🤣🤣,0.0,0.0,neutral
364,"Ronaldo, il a changé. https://t.co/9G7NLY53t2","Ronaldo, il changé. https://t.co/9G7NLY53t2",0.0,0.0,neutral
365,"@Carlosh39837994 @TazawaYudi @BrunoRicardoCap @CR7Brasil Se estamos dentro do fair play porque razão o United só vai atrás do Depay e do Toney se o Ronaldo sair sendo que podemos muito bem trazer o Depay pra cobrir o Martial e continuar com o Ronaldo como 2° opção, e eu sei que a nossa receita é astronômica","Se estamos dentro fair play porque razão United só vai atrás Depay e Toney se Ronaldo sair sendo que podemos muito bem trazer Depay pra cobrir Martial e continuar com Ronaldo como 2° opção, e eu sei que nossa receita é astronômica",0.35,0.45,positive
366,@ronaldo_mb_dhf Orey 🤣🤣🤣,_mb_dhf Orey 🤣🤣🤣,0.0,0.0,neutral
367,@SocialChelseaFR @TheSecretScout_ Signez Ronaldo wsh zaha mdrrr,_ Signez Ronaldo wsh zaha mdrrr,0.0,0.0,neutral
368,"Imaginemos a frente de ataque alternativa que teriamos, para jogar na taça de Portugal e da liga. 
Arthur Gomez, Ronaldo e Jovane. https://t.co/u6Km2s1Ipg","Imaginemos frente de ataque alternativa que teriamos, para jogar na taça de Portugal e da liga. Arthur Gomez, Ronaldo e Jovane. https://t.co/u6Km2s1Ipg",0.0,0.0,neutral
369,"Cristiano Ronaldo: ""I'm looking for a club in the Champions League""

Every Champions League club: https://t.co/SdM2ouClIe","Cristiano Ronaldo: ""I'm looking club Champions League"" Every Champions League club: https://t.co/SdM2ouClIe",0.0,0.0,neutral
370,@Cristiano vamossss,vamossss,0.0,0.0,neutral
371,"@HyroXx_ Nah the Tree is going to cause a massive reality wave and turn everything Primal, the secret skin is going to be Ronaldo with an Emote that turns him into a tiger looking suit, you heard it here first
Here is what he said Ako | Fortnite News","_ Nah Tree going cause massive reality wave turn everything Primal, secret skin going Ronaldo Emote turns tiger looking suit, heard first Here said Ako | Fortnite News",-0.05000000000000001,0.6777777777777777,negative
372,@GhxliRM_7 Bah Ronaldo ou messi,_7 Bah Ronaldo ou messi,0.0,0.0,neutral
373,"a direcção que tirou o tapete a #Amorim continua a comprar-lhe extremos atrás de extremos para quando ele sair ter que comprar um camião de pontas de lança para qualquer outro treinador. só que sem dinheiro. faz sentido.
#SportingCP #Transfers #Arthur #Ronaldo",direcção que tirou tapete -lhe extremos atrás de extremos para quando ele sair ter que comprar um camião de pontas de lança para qualquer outro treinador. só que sem dinheiro. faz sentido.,0.0,0.0,neutral
374,@FutSheriff 95 yh cuz there's a very very slight chance I might pack Ginola or Ronaldo,95 yh cuz there's slight chance I might pack Ginola Ronaldo,-0.16666666666666666,0.16666666666666666,negative
375,"@Mario___RM Menos mal, hay Ronaldo para rato entonces","___RM Menos mal, hay Ronaldo para rato entonces",0.0,0.0,neutral
376,"@mufcbr Ratings que deveriam ser corrigidos:

86 Ronaldo 🇵🇹
88 De Gea 🇪🇸
86 Fernandes 🇵🇹
83 Varane 🇫🇷
84 Sancho 🏴󠁧󠁢󠁥󠁮󠁧󠁿
84 Eriksen 🇩🇰
78 Rashford 🏴󠁧󠁢󠁥󠁮󠁧󠁿
82 Martínez 🇦🇷
77 Maguire 🏴󠁧󠁢󠁥󠁮󠁧󠁿
79 Wan Bissaka 🏴󠁧󠁢󠁥󠁮󠁧󠁿
78 Lindelöf 🇸🇪
78 McTominay 🏴󠁧󠁢󠁳󠁣󠁴󠁿
78 Shaw 🏴󠁧󠁢󠁥󠁮󠁧󠁿
80 Martial 🇫🇷",Ratings que deveriam ser corrigidos: 86 Ronaldo 🇵🇹 88 De Gea 🇪🇸 86 Fernandes 🇵🇹 83 Varane 🇫🇷 84 Sancho 🏴󠁧󠁢󠁥󠁮󠁧󠁿 84 Eriksen 🇩🇰 78 Rashford 🏴󠁧󠁢󠁥󠁮󠁧󠁿 82 Martínez 🇦🇷 77 Maguire 🏴󠁧󠁢󠁥󠁮󠁧󠁿 79 Wan Bissaka 🏴󠁧󠁢󠁥󠁮󠁧󠁿 78 Lindelöf 🇸🇪 78 McTominay 🏴󠁧󠁢󠁳󠁣󠁴󠁿 78 Shaw 🏴󠁧󠁢󠁥󠁮󠁧󠁿 80 Martial 🇫🇷,-0.1,0.07500000000000001,negative
377,"@Cristiano Huge Respect for you, your style of play , your Siuu celebration 👏🏻
As a huge fan i would like you to see in ManU again, seems they forget who d king is, Its the time to train harder, compete with others as Halaand, Salah, Jesus, Kane and show them who you are.","Huge Respect you, style play , Siuu celebration 👏🏻 As huge fan would like see ManU again, seems forget king is, Its time train harder, compete others Halaand, Salah, Jesus, Kane show are.",0.2333333333333334,0.6,positive
378,@Ale_RMFC @Cristiano Si no es Bayer o Chelsea es mejor q se quede y alomejor gana asta la Europa Li por q el Napoli sería una pésima opción en mi humilde opinión queremos lo mejor para el mejor del mundo siempre 🙏💪,_RMFC Si es Bayer Chelsea es mejor q se quede alomejor gana asta la Europa Li por q el Napoli sería una pésima opción en mi humilde opinión queremos lo mejor para el mejor del mundo siempre 🙏💪,0.0,0.0,neutral
379,"كرة القدم غير منصفه 
Look what's happening to messi and Ronaldo",كرة القدم غير منصفه Look what's happening messi Ronaldo,0.0,0.0,neutral
380,@Brah_Georgey E be like Ronaldo don break the owner of ESPN daughter heart before. Because I no come understand this obsession.,_Georgey E like Ronaldo break owner ESPN daughter heart before. Because I come understand obsession.,0.0,0.0,neutral
381,@FCBarcelona Ronaldo wishes he was playing for Barca so he can face Victoria's Secrets 😭😭,Ronaldo wishes playing Barca face Victoria's Secrets 😭😭,0.0,0.0,neutral
382,"@JMLOPEZPINTO @latiamana @SK10Football @Cristiano Uta, hasta que corto una flor de tu jardín…","Uta, hasta que corto una flor de tu jardín…",0.0,0.0,neutral
383,"@ronaldo_mb_dhf Aa reddy gadu endhanna 🤢
Pilla lanjodkula inka lottery lottery anukuntu",_mb_dhf Aa reddy gadu endhanna 🤢 Pilla lanjodkula inka lottery lottery anukuntu,0.0,0.0,neutral
384,"@nealiberal_ Compra láminas, te sale Ronaldo como a poco y cambiamos doradas.","_ Compra láminas, te sale Ronaldo como poco cambiamos doradas.",0.0,0.0,neutral
385,@Leonardostn22 @FranAriza23 @Cr7stianismo_ @Cristiano Jajaj gordito deja d hablar boludeces el clásico de argentina es Brasil Alemania .. suerte con Guatemala y  panamá a el un par de meses te voy. A volver a hablar después de q te cojamos en el mundial como siempre,_ Jajaj gordito deja hablar boludeces el clásico de argentina es Brasil Alemania .. suerte con Guatemala panamá el un par de meses te voy. A volver hablar después de q te cojamos en el mundial como siempre,0.0,0.0,neutral
386,"Ronaldo-Napoli, Mendes insiste: CR7 in prestito https://t.co/SCgovJTto2","Ronaldo-Napoli, Mendes insiste: CR7 prestito https://t.co/SCgovJTto2",0.0,0.0,neutral
387,"Lo Sporting non molla Cristiano Ronaldo, ma la tensione è alle stelle https://t.co/XVdY1mcihR","Lo Sporting non molla Cristiano Ronaldo, la tensione è alle stelle https://t.co/XVdY1mcihR",0.0,0.0,neutral
388,"Zazzaroni: ""Ho una notizia certa su Ronaldo-Napoli"" https://t.co/PTHvvrnFjQ","Zazzaroni: ""Ho una notizia certa su Ronaldo-Napoli"" https://t.co/PTHvvrnFjQ",0.0,0.0,neutral
389,"Rai - Ronaldo non arriverà! Lo United non vuole pagare quasi tutto ingaggio, sfuma l'affare https://t.co/kZXe01Xg2R","Rai - Ronaldo non arriverà! Lo United non vuole pagare quasi tutto ingaggio, sfuma l'affare https://t.co/kZXe01Xg2R",0.0,0.0,neutral
390,Napoli: Cristiano Ronaldo ha bloccato la trattativa https://t.co/82GJWKMVdw,Napoli: Cristiano Ronaldo ha bloccato la trattativa https://t.co/82GJWKMVdw,0.0,0.0,neutral
391,"Clamoroso Ronaldo: non lo vogliono neppure allo Sporting, l'allenatore minaccia dimissioni https://t.co/MTGWXOgp05","Clamoroso Ronaldo: non lo vogliono neppure allo Sporting, l'allenatore minaccia dimissioni https://t.co/MTGWXOgp05",0.0,0.0,neutral
392,"Over Ronaldo gesproken..als die man op 1 of ander manier terug keert naar Real Madrid, verleng ik mn vakantie met een jaar","Over Ronaldo gesproken..als die man op 1 ander manier terug keert naar Real Madrid, verleng ik mn vakantie met een jaar",0.2,0.30000000000000004,positive
393,@ronaldo_mb_dhf Glitz vachindi ly bro papam 😂,_mb_dhf Glitz vachindi ly bro papam 😂,0.0,0.0,neutral
394,@Ronaldo_aff Meu Deus que porra é essa??,_aff Meu Deus que porra é essa??,0.0,0.0,neutral
395,@veerlasrinivasa @ronaldo_mb_dhf @urstrulyMahesh 66 shows ki gatiga 20 fulls padale endi ra lechadi nee dawada na??,_mb_dhf 66 shows ki gatiga 20 fulls padale endi ra lechadi nee dawada na??,0.0,0.0,neutral
396,@10th__Warrior @Legendinho1 @mufcMPB @carlolaudisa I understand your point but first of all Ronaldo not turning up for pre season was allowed by the club as he said he had family reasons which is a concrete reason for being absent. Of course the press would make up stories for a few clicks and traffic. He's also come out to say,__Warrior I understand point first Ronaldo turning pre season allowed club said family reasons concrete reason absent. Of course press would make stories clicks traffic. He's also come say,0.2,0.31666666666666665,positive
397,@Ronaldo_aff Não é irmã do Sanji?,_aff Não é irmã Sanji?,0.0,0.0,neutral
398,Ronaldo will not leave till get all the cups in England https://t.co/Ji9aUCd57o,Ronaldo leave till get cups England https://t.co/Ji9aUCd57o,0.0,0.0,neutral
399,@tranquiloay Ich &gt; Ronaldo,Ich &gt; Ronaldo,0.0,0.0,neutral
400,@ronaldo_mb_dhf @urstrulyMahesh Sarle Velli Nammu Madam Puk Naku https://t.co/Vhbk0pHw1u,_mb_dhf Sarle Velli Nammu Madam Puk Naku https://t.co/Vhbk0pHw1u,0.0,0.0,neutral
401,Cristiano Ronaldo scores hat-trick and becomes football’s all-time top goalscorer as he powers Manchester United to victory over Tottenham https://t.co/ZefiaQlPyY via @talksport,Cristiano Ronaldo scores hat-trick becomes football’s all-time top goalscorer powers Manchester United victory Tottenham https://t.co/ZefiaQlPyY via,0.5,0.5,positive
402,ronaldo looking at ass bro just look at the mirror 😭😭 https://t.co/6WIEuWhyWA,ronaldo looking ass bro look mirror 😭😭 https://t.co/6WIEuWhyWA,0.0,0.0,neutral
403,"Cristiano Ronaldo lo hace de nuevo e ignora a periodista que sintió pésimo: ""Quedé en blanco"" https://t.co/bQO9JvTCTx https://t.co/CVdpehPDcg","Cristiano Ronaldo lo hace de nuevo e ignora periodista que sintió pésimo: ""Quedé en blanco"" https://t.co/bQO9JvTCTx https://t.co/CVdpehPDcg",0.0,0.0,neutral
404,"@bbosports Sen Kara Murat değilsin, Ronaldo da değilsin, Benzema hiç değilsin Serdar. Yürü git.","Sen Kara Murat değilsin, Ronaldo da değilsin, Benzema hiç değilsin Serdar. Yürü git.",0.0,0.0,neutral
405,@RangersFC @fashionjr10 Cristiano Ronaldo playing?!,Cristiano Ronaldo playing?!,0.0,0.0,neutral
406,@BBIngles Imagina quanto valeria um Ronaldo Fenomeno nestes tempos então??,Imagina quanto valeria um Ronaldo Fenomeno nestes tempos então??,0.0,0.0,neutral
407,"@calix1605 El discurso siempre fue el mismo. De esta generación, Suárez es el mejor 9. Ronaldo es de una generación anterior, y es sin dudas el mejor de la historia. Nunca he dicho algo diferente","El discurso siempre fue el mismo. De esta generación, Suárez es el mejor 9. Ronaldo es de una generación anterior, es sin dudas el mejor de la historia. Nunca dicho algo diferente",0.0,0.0,neutral
408,"Ippud ela padtunnayi jalsa ki 
@ronaldo_mb_dhf @thalabheem333 @PG_4005 https://t.co/t4W9CKqZjD",Ippud ela padtunnayi jalsa ki _mb_dhf _4005 https://t.co/t4W9CKqZjD,0.0,0.0,neutral
409,@ESPNUK Corporations are killing the game of football. You speak honestly and you get axed. @Cristiano declined @CocaCola and chose water and ever since the world has been against him!,Corporations killing game football. You speak honestly get axed. declined chose water ever since world him!,0.175,0.65,positive
410,Ronaldo Luís Nazário de Lima https://t.co/mCVl9e6RpA,Ronaldo Luís Nazário de Lima https://t.co/mCVl9e6RpA,0.0,0.0,neutral
411,"@Leonardostn22 @Cr7stianismo_ @Cristiano Hombre pero pon a Bale, Benzema también, nadie habla de que ellos hacían todo y Cristiano era el oportunista jajajaja 🤷🏻‍♂️","_ Hombre pero pon Bale, Benzema también, nadie habla de que ellos hacían todo Cristiano era el oportunista jajajaja 🤷🏻‍♂️",0.0,0.0,neutral
412,@officialboetie @SkySportsPL ronaldo,ronaldo,0.0,0.0,neutral
413,@D1ron11D @arielipillo @mackolik El problema es que si el Manchester pasa a champions para el otro año y por ejemplo martial o rashford tienen una buena temporada no puede Ronaldo llegar y banquearlos porque se ganaron la titularidad,El problema es que si el Manchester pasa champions para el otro año por ejemplo martial rashford tienen una buena temporada puede Ronaldo llegar banquearlos porque se ganaron la titularidad,0.0,0.0,neutral
414,@HardManUtdVids @Cristiano 🐐 doing 🐐 things,🐐 🐐 things,0.0,0.0,neutral
415,"Cody Gakpo Update 🚨

He has been offered to multiple clubs. In July there were talks with both Milan clubs also with Juventus. Ten Hag wanted him but now has Antony and still Ronaldo. 

Arsenal like him but would have to pay around £35m/maybe £30+ bonus. 

#PSV #Arsenal https://t.co/lOa2xh8ksC",Cody Gakpo Update 🚨 He offered multiple clubs. In July talks Milan clubs also Juventus. Ten Hag wanted Antony still Ronaldo. Arsenal like would pay around £35m/maybe £30+ bonus. ://t.co/lOa2xh8ksC,0.0,0.0,neutral
